SpecName	accGenus	accSpecies	PalmTribe	PalmSubfamily	Climbing	Acaulescent	Erect	StemSolitary	StemArmed	LeavesArmed	MaxStemHeight_m	MaxStemDia_cm	UnderstoreyCanopy	MaxLeafNumber	Max_Blade_Length_m	Max_Rachis_Length_m	Max_Petiole_length_m	AverageFruitLength_cm	MinFruitLength_cm	MaxFruitLength_cm	AverageFruitWidth_cm	MinFruitWidth_cm	MaxFruitWidth_cm	FruitSizeCategorical	FruitShape	FruitColorDescription	MainFruitColors	Conspicuousness
Calamus rumphii	Calamus	rumphii	Calameae	Calamoideae	1	0	0		0	1			canopy												ovoid			
Calamus ruvidus	Calamus	ruvidus	Calameae	Calamoideae	1	0	0	2	0	1	25	2.5	canopy		0.8	0.8									globose			
Calamus sabalensis	Calamus	sabalensis	Calameae	Calamoideae	0	1	0	0	0	1	0	3	understorey		2	2		0.9			0.9			small	ovoid	red-brown	brown	cryptic
Calamus sabensis	Calamus	sabensis	Calameae	Calamoideae	1	0	0		0	1		3.6	canopy												globose			
Calamus salicifolius	Calamus	salicifolius	Calameae	Calamoideae	0	0	1	0	0	1	2	0.8	understorey		0.3	0.3		1			1			small		yellowish brown	brown	cryptic
Calamus samian	Calamus	samian	Calameae	Calamoideae	1	0	0		0	1			canopy												ovoid			
Calamus sarawakensis	Calamus	sarawakensis	Calameae	Calamoideae	1	0	0	0	0	1	30	0.5	canopy		0.6	0.6		1.3			0.6			small	elongate	pale brown	brown	cryptic
Calamus scabridulus	Calamus	scabridulus	Calameae	Calamoideae	1	0	0	0	0	1	20	1.2	canopy												globose			
Calamus scabrispathus	Calamus	scabrispathus	Calameae	Calamoideae	1	0	0		0	1			canopy												ovoid			
Calamus schaeferianus	Calamus	schaeferianus	Calameae	Calamoideae	1	0	0		0	1			canopy												globose			
Calamus schistoacanthus	Calamus	schistoacanthus	Calameae	Calamoideae	1	0	0	0	0	1		0.99	canopy					1.3			0.9			small	globose	"straw-brown; yellow-brown"	"straw-coloured; brown"	cryptic
Calamus schlechterianus	Calamus	schlechterianus	Calameae	Calamoideae	1	0	0	2	1	1	8	2.2	canopy		1.73	1.32												
Calamus scipionum	Calamus	scipionum	Calameae	Calamoideae	1	0	0	0	0	1	50	7	canopy		2.3	2.3		1.4		1.4	0.9			small	globose	greenish	green	cryptic
Calamus scleracanthus	Calamus	scleracanthus	Calameae	Calamoideae	1	0	0		0	1			canopy					1.1			1			small	ovoid			
Calamus sedens	Calamus	sedens	Calameae	Calamoideae	0	1	0	1	0	1	2	6	understorey		2	2		0.8			0.8			small		red-brown	brown	cryptic
Calamus semierectus	Calamus	semierectus	Calameae	Calamoideae	1	0	0	1	0	1	15	5	canopy		2	2		1.5			1			small	globose	brown	brown	cryptic
Calamus semoi	Calamus	semoi	Calameae	Calamoideae	1	0	0		0	1	20	1.2	canopy		2	2		1.8			2.1			small	ovoid	orange-red	"orange; red"	conspicuous
Calamus senalingensis	Calamus	senalingensis	Calameae	Calamoideae	1	0	0	1	0	1	15	0.9	canopy		1	1									globose			
Calamus sepikensis	Calamus	sepikensis	Calameae	Calamoideae	1	0	0		0	1			canopy												ovoid			
Calamus seriatus	Calamus	seriatus	Calameae	Calamoideae	1	0	0	0	0	1	10	1.8	canopy			0.42	0.3											
Calamus serrulatus	Calamus	serrulatus	Calameae	Calamoideae	1	0	0		0	1			canopy												globose			
Calamus sessilifolius	Calamus	sessilifolius	Calameae	Calamoideae	1	0	0		0	1			canopy												ovoid			
Calamus setulosus	Calamus	setulosus	Calameae	Calamoideae	1	0	0	0	0	1		1.1	canopy		0.85	0.85												
Calamus shendurunii	Calamus	shendurunii	Calameae	Calamoideae	1	0	0	0	0	1	20	2	canopy		1	1		1.8			1.8			small	globose	greenish	green	cryptic
Calamus siamensis	Calamus	siamensis	Calameae	Calamoideae	1	0	0	0	0	1	25	4	canopy		1.5	1.5		0.8			0.8			small		whitish or yellowish	"white; yellow"	conspicuous
Calamus simplex	Calamus	simplex	Calameae	Calamoideae	1	0	0	0	0	1	6	0.8	canopy					2.59			1.7			small	globose	"dull maroon brown; pale brown to red-brown"	brown	cryptic
Calamus simplicifolius	Calamus	simplicifolius	Calameae	Calamoideae	1	0	0	0	0	1	50	6	canopy		2	2		3			2.3			small	pyramidal	yellowish	yellow	cryptic
Calamus siphonospathus	Calamus	siphonospathus	Calameae	Calamoideae	1	0	0	1	0	1	30	6	canopy		1.5	1.5		0.6			0.4			small	globose	yellowish brown	brown	cryptic
Calamus solitarius	Calamus	solitarius	Calameae	Calamoideae	1	0	0	1	0	1	50	1.5	canopy		0.9	0.9		0.8			0.8			small	globose	yellowish	yellow	cryptic
Calamus sordidus	Calamus	sordidus	Calameae	Calamoideae	1	0	0	0	0	1	30	1.5	canopy		1.9			0.75			0.65			small		"pale green; immature?"		
Calamus speciosissimus	Calamus	speciosissimus	Calameae	Calamoideae	1	0	0	0	0	1	25	4	canopy		1.5	1.5		1			1			small	globose	"greenish; dull"	green	cryptic
Calamus spectabilis	Calamus	spectabilis	Calameae	Calamoideae	1	0	0		0	1			canopy												globose			
Calamus spectatissimus	Calamus	spectatissimus	Calameae	Calamoideae	1	0	0	0	0	1	20	1.7	canopy		0.75	0.75		2			2			small		"dark brown; glossy"	brown	cryptic
Calamus spicatus	Calamus	spicatus	Calameae	Calamoideae	1	0	0	0	0	1	4	1	both		0.7	0.7									ovoid			
Calamus spinifolius	Calamus	spinifolius	Calameae	Calamoideae	1	0	0		0	1			canopy												ovoid			
Calamus spinulinervis	Calamus	spinulinervis	Calameae	Calamoideae	1	0	0		0	1			canopy		0.2	0.2									ovoid			
Calamus spiralis	Calamus	spiralis	Calameae	Calamoideae	1	0	0	0	0	1	15	0.7	canopy		0.2	0.2		2.3			1.4			small	ellipsoid	reddish-brown	brown	cryptic
Calamus stoloniferus	Calamus	stoloniferus	Calameae	Calamoideae	1	0	0	0	0	1		3	canopy		1	1		1			1			small	globose	yellow	yellow	conspicuous
Calamus suaveolens	Calamus	suaveolens	Calameae	Calamoideae	1	0	0	1	0	1	10	4	canopy		4.3	4.3		0.8			0.6			small	ovoid			
Calamus subinermis	Calamus	subinermis	Calameae	Calamoideae	1	0	0	2	0	1	40	3	canopy		2	2		1			1			small	ovoid	pale greenish to ivory	ivory	cryptic
Calamus sumbawensis	Calamus	sumbawensis	Calameae	Calamoideae	1	0	0		0	1			canopy												globose			
Calamus symphysipus	Calamus	symphysipus	Calameae	Calamoideae	1	0	0		0	1			canopy					0.75			0.65			small	globose	"straw coloured; sarcitesta green"	"straw-coloured; green"	cryptic
Calamus tanakadatei	Calamus	tanakadatei	Calameae	Calamoideae	1	0	0	0	0	1	20	1	canopy															
Calamus tapa	Calamus	tapa	Calameae	Calamoideae	1	0	0		0	1			canopy												ovoid			
Calamus temburongii	Calamus	temburongii	Calameae	Calamoideae	0	1	0	2	0	1	0	3	understorey		3	3		0.5			0.55			small				
Calamus temii	Calamus	temii	Calameae	Calamoideae	0	0	1	2	0	1	5	5	understorey		2	2		2			1.5			small		dark brown	brown	cryptic
Calamus tenompokensis	Calamus	tenompokensis	Calameae	Calamoideae	0	1	0	0	0	1	2	1	understorey		0.7			0.8			0.7			small		yellowish-brown	brown	cryptic
Calamus tenuis	Calamus	tenuis	Calameae	Calamoideae	1	0	0	0	0	1	20	2.5	canopy		1	1		1.6			1.2			small	ovoid	whitish to yellowish brown	brown	cryptic
Calamus tetradactyloides	Calamus	tetradactyloides	Calameae	Calamoideae	1	0	0	0	0	1	5	1	canopy		0.4	0.4		1.5			1			small	globose	whitish	white	cryptic
Calamus tetradactylus	Calamus	tetradactylus	Calameae	Calamoideae	1	0	0	0	0	1	6	1.8	canopy		0.6	0.6		0.9			0.9			small	globose	yellowish	yellow	cryptic
Calamus thwaitesii	Calamus	thwaitesii	Calameae	Calamoideae	1	0	0	0	0	1	50	6	canopy		3	3		2.5			1.5			small	globose	dull orange or yellowish brown	"orange; brown"	conspicuous
Calamus thysanolepis	Calamus	thysanolepis	Calameae	Calamoideae	0	0	1	0	0	1	5	5	understorey		1.5	1.5		1.5			1			small	globose	reddish brown	brown	cryptic
Calamus timorensis	Calamus	timorensis	Calameae	Calamoideae	1	0	0		0	1			canopy												ovoid			
Calamus toli-toliensis	Calamus	toli-toliensis	Calameae	Calamoideae	1	0	0		0	1			canopy												ovoid			
Calamus tomentosus	Calamus	tomentosus	Calameae	Calamoideae	1	0	0	2	0	1	20	2.5	canopy		1	1		2.5			2.2			small		brown	brown	cryptic
Calamus trachycoleus	Calamus	trachycoleus	Calameae	Calamoideae	1	0	0		0	1		1.65	canopy												ovoid	greenish-white	white	cryptic
Calamus travancoricus	Calamus	travancoricus	Calameae	Calamoideae	1	0	0	0	0	1	15	1	canopy		0.5	0.5		1			1			small	globose	yellowish brown	brown	cryptic
Calamus trispermus	Calamus	trispermus	Calameae	Calamoideae	1	0	0		0	1			canopy					1.6			1.72			small	ovoid			
Calamus tumidus	Calamus	tumidus	Calameae	Calamoideae	1	0	0	1	0	1	60	1.2	canopy		4	4		2.2			1.8			small	globose	yellow-green	green	cryptic
Calamus ulur	Calamus	ulur	Calameae	Calamoideae	1	0	0	0	0	1	10	1	canopy		1.75	1.75									globose			
Calamus unifarius	Calamus	unifarius	Calameae	Calamoideae	1	0	0	1	0	1	20	5	canopy		2	2		1.5			1			small	ovoid	whitish	white	cryptic
Calamus usitatus	Calamus	usitatus	Calameae	Calamoideae	1	0	0	0	0	1	10	1	canopy		0.7			0.8			0.6			small		straw-coloured	straw-coloured	cryptic
Calamus vattayila	Calamus	vattayila	Calameae	Calamoideae	1	0	0	1	0	1	30	2.5	canopy		0.8	0.8		2.5			0.8			small		brownish yellow	yellow	conspicuous
Calamus vestitus	Calamus	vestitus	Calameae	Calamoideae	1	0	0	0	0	1	20	2	canopy		0.8			1.31			1.16			small	globose	"cream; white; creamish yellow"	"cream; white; yellow"	conspicuous
Calamus vidalianus	Calamus	vidalianus	Calameae	Calamoideae	1	0	0		0	1			canopy					1.16			1.29			small	globose			
Calamus viminalis	Calamus	viminalis	Calameae	Calamoideae	1	0	0	0	0	1	35	4	canopy		1.3	1.3		1			0.9	0.8	1	small	globose	"whitish or yellowish; yellow when ripe; yellowish-brown"	yellow	conspicuous
Calamus vinosus	Calamus	vinosus	Calameae	Calamoideae	1	0	0		0	1			canopy															
Calamus viridispinus	Calamus	viridispinus	Calameae	Calamoideae	2	0	2	0	0	1	15	1.5	canopy		0.8	0.8		0.95	0.8	1.1	0.6			small	globose	"brown; brown o yellowish"	brown	cryptic
Calamus viridissimus	Calamus	viridissimus	Calameae	Calamoideae	1	0	0	1	0	1	15	5	canopy		3	3		1.05	1	1.1	0.9	0.85	0.95	small	ovoid			
Calamus vitiensis	Calamus	vitiensis	Calameae	Calamoideae	0	0	1	1	0	1	15	2.2	canopy		3	2.95		1.1			1.1	0.9	1.3	small		white scale apex brownish	white	cryptic
Calamus wailong	Calamus	wailong	Calameae	Calamoideae	1	0	0	0	0	1	50	2	canopy		2.8			1.85	1.7	2	1.05	1	1.1	small		ivory	ivory	cryptic
Calamus walkeri	Calamus	walkeri	Calameae	Calamoideae	1	0	0	0	0	1	15	3	canopy		1.5	1.5		1.2			1			small		yellowish	yellow	cryptic
Calamus wanggaii	Calamus	wanggaii	Calameae	Calamoideae	1	0	0	0	0	1	25	1.5	canopy		0.75	0.75									ovoid			
Calamus warburgii	Calamus	warburgii	Calameae	Calamoideae	1	0	0	0	0	1	40	3	canopy		2.5	2.5		1			0.85	0.8	0.9	small	ovoid	"white-cream at maturity; scale margins reddish"	"white; cream"	cryptic
Calamus wari-wariensis	Calamus	wari-wariensis	Calameae	Calamoideae	1	0	0		0	1			canopy												globose			
Calamus whitmorei	Calamus	whitmorei	Calameae	Calamoideae	0	1	0	1	0	1	3	0.7	understorey		1.2	1.2		0.7			0.7			small	globose			
Calamus wightii	Calamus	wightii	Calameae	Calamoideae	1	0	0	0	0	1	30	3	canopy		1.7	1.7		1.8			1.8			small		brown or black	"brown; black"	cryptic
Calamus winklerianus	Calamus	winklerianus	Calameae	Calamoideae	1	0	0		0	1			canopy												globose			
Calamus wuliangshanensis	Calamus	wuliangshanensis	Calameae	Calamoideae	1	0	0	0	0	1	15	3.5	canopy		2.8	2.8		2.7			2.5			small		brownish	brown	cryptic
Calamus yentuensis	Calamus	yentuensis	Calameae	Calamoideae	0	0	1	0	0	1	1.5	1.2	understorey	12		0.7	0.5	1			1			small	globose	brown	brown	cryptic
Calamus zebrinus	Calamus	zebrinus	Calameae	Calamoideae	1	0	0	0	0	1	35	3.6	canopy		2.2	2.2		1.15	0.8	1.5	0.95	0.8	1.1	small		yellowish brown	brown	cryptic
Calamus zeylanicus	Calamus	zeylanicus	Calameae	Calamoideae	1	0	0		0	1			canopy												ovoid			
Calamus zollingeri	Calamus	zollingeri	Calameae	Calamoideae	1	0	0		0	1			canopy					0.5			0.5			small	globose	dark brown	brown	cryptic
Calamus zonatus	Calamus	zonatus	Calameae	Calamoideae	1	0	0	2	0	1	10	0.7	canopy		1			0.8			0.8			small		greenish-white	white	cryptic
Calyptrocalyx albertisianus	Calyptrocalyx	albertisianus	Areceae	Arecoideae	0	0	1	2	0	0	15	15	canopy	18	4.5	4		2.85	1.5	4.2	1.8	1	2.6	small		red	red	conspicuous
Calyptrocalyx amoenus	Calyptrocalyx	amoenus	Areceae	Arecoideae	0	0	1	2	0	0	5	5	understorey	12	1.9			1.1	0.9	1.3	0.8	0.6	1	small	ovoid	crimson	red	conspicuous
Calyptrocalyx arfakianus	Calyptrocalyx	arfakianus	Areceae	Arecoideae	0	0	1	1	0	0	2.5	1.4	understorey	10	1			1.15	1.1	1.2	0.75	0.7	0.8	small		black	black	cryptic
Calyptrocalyx awa	Calyptrocalyx	awa	Areceae	Arecoideae	0	0	1	0	0	0	3	3	understorey	11	1.29			1.1			1.1	1	1.2	small	globose	orange	orange	conspicuous
Calyptrocalyx caudiculatus	Calyptrocalyx	caudiculatus	Areceae	Arecoideae	0	0	1	0	0	0	3	2	understorey	11	0.7			1.1	1	1.2	0.55	0.5	0.6	small	globose	"red; purple-black"	"red; purple; black"	conspicuous
Calyptrocalyx doxanthus	Calyptrocalyx	doxanthus	Areceae	Arecoideae	0	0	1	2	0	0	2	2	understorey	7	1.2	0.6		1.3	1.1	1.5	1.05	0.9	1.2	small	globose	red	red	conspicuous
Calyptrocalyx elegans	Calyptrocalyx	elegans	Areceae	Arecoideae	0	0	1	2	0	0	5	6	understorey	15	1.5		0.8	1.3	1.2	1.4	1.1	1	1.2	small		red	red	conspicuous
Calyptrocalyx flabellatus	Calyptrocalyx	flabellatus	Areceae	Arecoideae	0	0	1	1	0	0	3	7	understorey	9	1.38			1.15	1.1	1.2	0.75	0.7	0.8	small	ovoid	orange to scarlet	"orange; red"	conspicuous
Calyptrocalyx forbesii	Calyptrocalyx	forbesii	Areceae	Arecoideae	0	0	1	2	0	0	5	9	understorey	10	2			0.4	0.7	2	1.35	1.2		small		orange to red	"orange; red"	conspicuous
Calyptrocalyx geonomiformis	Calyptrocalyx	geonomiformis	Areceae	Arecoideae	0	0	1	2	0	0	2	3	understorey	9	0.55		0.1	1			0.8		0.9	small	globose	orange	orange	conspicuous
Calyptrocalyx hollrungii	Calyptrocalyx	hollrungii	Areceae	Arecoideae	0	0	1	2	0	0	3	2	understorey	11	1.5		0.16	1.4	1.2	1.6	0.75	0.6	0.9	small	ovoid	orange to red	"orange; red"	conspicuous
Calyptrocalyx julianettii	Calyptrocalyx	julianettii	Areceae	Arecoideae	0	0	1	2	0	0	2	2.4	understorey	10	0.73	0.7		1.2	1.1	1.3	0.75	0.6	0.9	small		red	red	conspicuous
Calyptrocalyx lauterbachianus	Calyptrocalyx	lauterbachianus	Areceae	Arecoideae	0	0	1	2	0	0	9	8	canopy		2.5	2	0.55	2.6	1.2	4	1.7	0.9	2.5	small	ovoid	red to bright crimson	red	conspicuous
Calyptrocalyx laxiflorus	Calyptrocalyx	laxiflorus	Areceae	Arecoideae	0	0	1	2	0	0	0.02	0	understorey	9	0.2			2	1.9	2.1	0.9			small		red	red	conspicuous
Calyptrocalyx lepidotus	Calyptrocalyx	lepidotus	Areceae	Arecoideae	0	0	1	1	0	0	10	4	canopy		0.8			0.85	0.8	0.9	0.425	0.4	0.45	small		red	red	conspicuous
Calyptrocalyx leptostachys	Calyptrocalyx	leptostachys	Areceae	Arecoideae	0	0	1	2	0	0	4	2	understorey		1.5	0.6		1.8	1.6	1.7	1.2			small	globose	dark purple-black	"purple; black"	cryptic
Calyptrocalyx merrillianus	Calyptrocalyx	merrillianus	Areceae	Arecoideae	0	0	1	0	0	0	4	2.2	understorey	9	1.76		0.76	1.9	1.8	2	0.9	0.8	1	small	globose	scarlet to purple-black	"red; purple; black"	conspicuous
Calyptrocalyx micholitzii	Calyptrocalyx	micholitzii	Areceae	Arecoideae	0	0	1	2	0	0	1	1	understorey	16	1	1		1.15	1.1	1.2	0.7	0.6	0.8	small		red	red	conspicuous
Calyptrocalyx multifidus	Calyptrocalyx	multifidus	Areceae	Arecoideae	0	0	1	2	0	0	2	4	understorey	7	1.04		0.17	1.3	1	1.6	1.1	1	1.2	small		red	red	conspicuous
Calyptrocalyx pachystachys	Calyptrocalyx	pachystachys	Areceae	Arecoideae	0	0	1	2	0	0	5	4	understorey	10	1.15			1.7	1.6	1.8	0.75	0.7	0.8	small		pinkish orange to red	"orange; red"	conspicuous
Calyptrocalyx pauciflorus	Calyptrocalyx	pauciflorus	Areceae	Arecoideae	0	0	1	2	0	0	2	5	understorey	9	1			1.3			1			small		red	red	conspicuous
Calyptrocalyx polyphyllus	Calyptrocalyx	polyphyllus	Areceae	Arecoideae	0	0	1	2	0	0	4	2	understorey	10	1			1	0.9	1.1	0.6			small	ovoid	red	red	conspicuous
Calyptrocalyx pusillus	Calyptrocalyx	pusillus	Areceae	Arecoideae	0	0	1	2	0	0	1	0.6	understorey	7	0.32			0.95	0.8	1.1	0.4	0.3	0.5	small		red	red	conspicuous
Calyptrocalyx sessiliflorus	Calyptrocalyx	sessiliflorus	Areceae	Arecoideae	0	0	1	1	0	0	3	8	understorey	10	0.9		0.17	0.9			0.5			small	globose	bright crimson	red	conspicuous
Calyptrocalyx spicatus	Calyptrocalyx	spicatus	Areceae	Arecoideae	0	0	1	1	0	0	14	25	canopy	12	3.7			5	4	6	5	2	3	large	ovoid	orange to bright red	"orange; red"	conspicuous
Calyptrocalyx yamutumene	Calyptrocalyx	yamutumene	Areceae	Arecoideae	0	0	1	0	0	0	2.5	3	understorey	14	1.2			1.7	1.6	1.8	1.1	1	1.2	small		red	red	conspicuous
Calyptrogyne allenii	Calyptrogyne	allenii	Geonomateae	Arecoideae	0	0	1	1	0	0	2.5	2.6	understorey	17		0.335		1.15	1.04	1.57	0.72	0.55	0.95	small		green to black	black	cryptic
Calyptrogyne anomala	Calyptrogyne	anomala	Geonomateae	Arecoideae	0	1	0	1	0	0	0.5	5	understorey	16	1.16	0.7	0.51	1.08	0.98	1.22	0.53	0.48	0.6	small	globose	black	black	cryptic
Calyptrogyne baudensis	Calyptrogyne	baudensis	Geonomateae	Arecoideae	0	0	1	1	0	0	3.2	6	understorey	14	1.21	1.21		1.68	1.55	1.86	1.05	0.97	1.15	small		black	black	cryptic
Calyptrogyne coloradensis	Calyptrogyne	coloradensis	Geonomateae	Arecoideae	0	0	1	1	0	0					0.26	0.26									globose			
Calyptrogyne condensata	Calyptrogyne	condensata	Geonomateae	Arecoideae	0	1	0	1	0	0	0	8	understorey					1.25	1	1.5				small		brown	brown	cryptic
Calyptrogyne costatifrons	Calyptrogyne	costatifrons	Geonomateae	Arecoideae	0	0	1	1	0	0	5.43	4	understorey	21	0.95	1.13		1.56	1.2	1.96	0.96	0.82	1.18	small		black	black	cryptic
Calyptrogyne deneversii	Calyptrogyne	deneversii	Geonomateae	Arecoideae	0	0	1	1	0	0	1		understorey	12	0.495	0.5		1.003	0.91	1.16	7.24	6.5	8.4	small	globose			
Calyptrogyne fortunensis	Calyptrogyne	fortunensis	Geonomateae	Arecoideae	0	0	1	1	0	0	1	3	understorey	21	0.405	0.405									globose			
Calyptrogyne ghiesbreghtiana	Calyptrogyne	ghiesbreghtiana	Geonomateae	Arecoideae	0	1	0	1	0	0	5	4	understorey	21	1.4	1.18	0.75	1.16	0.88	1.48	0.7	0.45	0.89	small		black	black	cryptic
Calyptrogyne herrerae	Calyptrogyne	herrerae	Geonomateae	Arecoideae	0	0	1	1	0	0					0.895	0.895									globose			
Calyptrogyne kunorum	Calyptrogyne	kunorum	Geonomateae	Arecoideae	0	0	1	1	0	0	1.75	7	understorey	22	0.707	0.71		2.07	1.87	2.41	1.233	1.15	1.38	small		brown	brown	cryptic
Calyptrogyne osensis	Calyptrogyne	osensis	Geonomateae	Arecoideae	0	0	1	1	0	0	0.5		understorey	19	0.85	0.85		1.75	1.48	2.01	1.04	0.87	1.2	small		black	black	cryptic
Calyptrogyne panamensis	Calyptrogyne	panamensis	Geonomateae	Arecoideae	0	0	1	1	0	0	1	5	understorey	12	0.767	0.77		1.12	0.88	1.52	0.63	0.5	0.79	small	ovoid	black	black	cryptic
Calyptrogyne pubescens	Calyptrogyne	pubescens	Geonomateae	Arecoideae	0	1	0	1	0	0	0	5	understorey	10	2	0.875		1.22	1.02	1.42	0.74	0.7	0.78	small		black	black	cryptic
Calyptrogyne sanblasensis	Calyptrogyne	sanblasensis	Geonomateae	Arecoideae	0	0	1	1	0	0	1.7	6	understorey	16	1.52	1.52		1.05	0.9	1.26	0.66	0.58	0.72	small	globose	yellow	yellow	conspicuous
Calyptrogyne trichostachys	Calyptrogyne	trichostachys	Geonomateae	Arecoideae	0	1	0	1	0	0	1	11.5	understorey	19	1.17	1.17		0.98	0.83	1.18	0.64	0.55		small	globose	purple black	"purple; black"	cryptic
Calyptrogyne tutensis	Calyptrogyne	tutensis	Geonomateae	Arecoideae	0	0	1	1	0	0	0.7	4.4	understorey	18	0.77	0.77		1.35	1.28	1.4	0.6	0.57	0.65	small	globose	"purple; shiny"	purple	cryptic
Calyptronoma occidentalis	Calyptronoma	occidentalis	Geonomateae	Arecoideae	0	0	1	1	0	0	12	29	canopy	10	4.3	3	1.35	1.28	0.98	1.58	0.72	0.59	0.85	small	globose			
Calyptronoma plumeriana	Calyptronoma	plumeriana	Geonomateae	Arecoideae	0	0	1	1	0	0	10	20.3	canopy	16	4.78	4	0.83	2.5						small	globose	purple red	purple	cryptic
Calyptronoma rivalis	Calyptronoma	rivalis	Geonomateae	Arecoideae	0	0	1	1	0	0	15	30	canopy	14	5	4	0.95	0.58	0.46	0.7	0.41	0.36	0.46	small	ovoid	bright red	red	conspicuous
Carpentaria acuminata	Carpentaria	acuminata	Areceae	Arecoideae	0	0	1	1	0	0	30	25	canopy	14	4	3.4	0.65	2			1.8			small	ovoid	"red; bright scarlet"	red	conspicuous
Carpoxylon macrospermum	Carpoxylon	macrospermum	Areceae	Arecoideae	0	0	1	1	0	0	25	35	canopy		4.25	4	0.28	6			3.5			large	ovoid	bright orange	orange	conspicuous
Caryota albertii	Caryota	albertii	Caryoteae	Coryphoideae	0	0	1		0	0								2.75	2	3.5	1.59			small		dark red to blackish when mature	red	conspicuous
Caryota angustifolia	Caryota	angustifolia	Caryoteae	Coryphoideae	0	0	1	1	0	0	30	45	canopy		5		0.5	1.75	1.6	1.9	1.5	1.4	1.6	small	globose	pink to dull red	"pink; red"	conspicuous
Caryota cumingii	Caryota	cumingii	Caryoteae	Coryphoideae	0	0	1	1	0	0	20	30	canopy	15	8	8		1.5			1.2			small	ovoid	"yellow green brown or brownish; yellow turning reddish-orange; purple-black at maturity"	"purple; black"	cryptic
Caryota kiriwongensis	Caryota	kiriwongensis	Caryoteae	Coryphoideae	0	0	1	1	0	0	35	85	canopy	10	8	8		3.3			2.6			small	globose			
Caryota maxima	Caryota	maxima	Caryoteae	Coryphoideae	0	0	1	1	0	0	33	65	canopy	20	5	5		2.1	1.7	2.5	2.15	1.8	2.5	small		"dull reddish; bright pinky-red; dark red"	red	conspicuous
Caryota mitis	Caryota	mitis	Caryoteae	Coryphoideae	0	0	1	0	0	0	10	20	canopy	12	4			1.4	0.8	2	1.5	1	2	small		"purple-black or reddish; red to dark purple"	"purple; black; red"	conspicuous
Caryota monostachya	Caryota	monostachya	Caryoteae	Coryphoideae	0	0	1	0	0	0	3	4	understorey	8	5	5		3.5			3.5			small		brownish purple	purple	cryptic
Caryota no	Caryota	no	Caryoteae	Coryphoideae	0	0	1	1	0	0	20	80	canopy	18	5	4.5	0.55	2.2			2			small	globose	black	black	cryptic
Caryota obtusa	Caryota	obtusa	Caryoteae	Coryphoideae	0	0	1	1	0	0	40	90	canopy	15	6	6		3.2	2.9	3.5	2.25	2	2.5	small		"reddish; red to orange"	"red; orange"	conspicuous
Caryota ophiopellis	Caryota	ophiopellis	Caryoteae	Coryphoideae	0	0	1	1	0	0	8		canopy					1.4			1.22			small		dark crimson	red	conspicuous
Caryota rumphiana	Caryota	rumphiana	Caryoteae	Coryphoideae	0	0	1	1	0	0	20	50	canopy	15	7	5.5	1.55	2.2			2.8			small	globose	dull crimson to black at maturity	black	cryptic
Caryota sympetala	Caryota	sympetala	Caryoteae	Coryphoideae	0	0	1	0	0	0	6	6	canopy	10	3		2.6	3			3			small	elongate	purple	purple	cryptic
Caryota urens	Caryota	urens	Caryoteae	Coryphoideae	0	0	1	1	0	0	20	65	canopy	20	6.6	6	0.65	2			1.75	1.5	2	small	globose	"purple; reddish to blackish"	purple	cryptic
Caryota zebrina	Caryota	zebrina	Caryoteae	Coryphoideae	0	0	1	1	0	0	20	40	canopy		9	7	2.1	2.5			1.5			small	globose	young green		
